,ortnamn,kommun,pop,area,popdensity,orttyp,latitude,longitude,efterled
Svartbro (Nykvarn kommun),Svartbro,Nykvarn,107,23,467,småort,59.1965027,17.3425384,bro
Svartmåla (Linköping kommun),Svartmåla,Linköping,116,53,219,småort,58.2584435,15.6992981,måla
Svartsjö (Ekerö kommun),Svartsjö,Ekerö,120,27,438,småort,59.3656462,17.7377585,sjö
Svarttorp (Jönköping kommun),Svarttorp,Jönköping,107,28,387,småort,,,torp
Svartuddslandet (Oxelösund kommun),Svartuddslandet,Oxelösund,64,27,236,småort,,,landet
Svavelsön (Österåker kommun),Svavelsön,Österåker,93,34,276,småort,59.435820050000004,18.240617029731006,ön
Svedja (Hudiksvall kommun),Svedja,Hudiksvall,76,24,315,småort,61.7218512,16.6394961,
Svedjan (Gagnef kommun),Svedjan,Gagnef,92,18,517,småort,60.5466004,15.1112897,
Svedjan (Piteå kommun),Svedjan,Piteå,123,44,278,småort,65.280305,21.3845707,
Träsket (Piteå kommun),Träsket,Piteå,123,44,278,småort,,,
Svenneby (Torsby kommun),Svenneby,Torsby,67,26,254,småort,60.1006279,13.0102586,by
Svennevad (Hallsberg kommun),Svennevad,Hallsberg,114,33,340,småort,59.0161061,15.3865897,vad
Svennevadsby (Hallsberg kommun),Svennevadsby,Hallsberg,55,12,449,småort,59.0181391,15.3486296,by
Svensboda (Norrtälje kommun),Svensboda,Norrtälje,58,42,137,småort,59.5949282,18.5917225,boda
Svensta (Åre kommun),Svensta,Åre,122,38,322,småort,63.3361154,13.4231665,sta
Hasselbacken (Åre kommun),Hasselbacken,Åre,122,38,322,småort,,,backen
Svenstorp (Varberg kommun),Svenstorp,Varberg,73,20,362,småort,57.2462033,12.3988008,torp
Svenstorp (Ystad kommun),Svenstorp,Ystad,99,13,786,småort,55.4811216,13.9221911,torp
Svinnegarn (Enköping kommun),Svinnegarn,Enköping,59,10,569,småort,59.5882908,17.0000296,garn
Sylfaste (Gotland kommun),Sylfaste,Gotland,56,16,343,småort,57.5855812,18.4327197,
Lere (Gotland kommun),Lere,Gotland,56,16,343,småort,57.5921541,18.4359062,
Syltorp (Gävle kommun),Syltorp,Gävle,54,10,563,småort,60.6070529,17.2213274,torp
Sågarhem (Motala kommun),Sågarhem,Motala,64,5,1168,småort,58.5611309,15.3061869,hem
Sågtäkten (Nordanstig kommun),Sågtäkten,Nordanstig,75,22,345,småort,61.854324,17.306177,
Sånahusen (Staffanstorp kommun),Sånahusen,Staffanstorp,63,10,620,småort,55.6223281,13.3145515,
Sånga Säby (Ekerö kommun),Sånga Säby,Ekerö,50,8,604,småort,59.3661129,17.6524419,by
Såtenäs (Lidköping kommun),Såtenäs,Lidköping,114,72,159,småort,58.4421321,12.7007633,näs
Säbytorp (Kil kommun),Säbytorp,Kil,65,32,200,småort,59.567131,13.3064067,torp
Säby-Uthamra (Vallentuna kommun),Säby-Uthamra,Vallentuna,118,30,394,småort,59.5143823,18.0256897,
Säivis (Haparanda kommun),Säivis,Haparanda,93,42,222,småort,65.8319095,23.6612607,
Sälleryd (Karlskrona kommun),Sälleryd,Karlskrona,58,10,605,småort,56.2948271,15.8460483,ryd
Sälna (Sigtuna kommun),Sälna,Sigtuna,81,16,515,småort,59.5744239,17.9796792,
Säm (Tanum kommun),Säm,Tanum,85,22,382,småort,58.7250043,11.5610014,
Tanums station (Tanum kommun),Tanums station,Tanum,85,22,382,småort,58.7208025,11.2927619,
Sännsjölandet (Östersund kommun),Sännsjölandet,Östersund,106,21,514,småort,63.220832,15.1803611,landet
Lillsjöhögen (Östersund kommun),Lillsjöhögen,Östersund,106,21,514,småort,63.1903807,15.1951137,
Särdal (Halmstad kommun),Särdal,Halmstad,68,19,349,småort,56.7486594,12.6416482,dal
Särslöv (Kävlinge kommun),Särslöv,Kävlinge,93,13,695,småort,55.8213115,13.0886221,löv
Särslöv (Staffanstorp kommun),Särslöv,Staffanstorp,114,16,733,småort,55.6221329,13.1602412,löv
Djurslöv (Staffanstorp kommun),Djurslöv,Staffanstorp,114,16,733,småort,55.6264087,13.1649721,löv
Sätra (Leksand kommun),Sätra,Leksand,70,20,353,småort,60.7942471,15.0447728,sätra
Sätra (Rättvik kommun),Sätra,Rättvik,92,30,302,småort,60.9162528,15.0956656,sätra
Sätra (Sandviken kommun),Sätra,Sandviken,73,15,477,småort,60.5915124,16.7229777,sätra
Sättra (Ekerö kommun),Sättra,Ekerö,86,44,197,småort,59.3804212,17.5920864,sättra
Sättra (Borgholm kommun),Sättra,Borgholm,72,26,280,småort,56.7820308,16.6982195,sättra
Sättra (Norrtälje kommun),Sättra,Norrtälje,111,54,204,småort,59.6209324,18.4391347,sättra
Sättuna (Linköping kommun),Sättuna,Linköping,177,15,1144,småort,58.4498655,15.5790424,tuna
Säva (Enköping kommun),Säva,Enköping,51,10,496,småort,59.7665699,17.38787,
Sävastby (Österåker kommun),Sävastby,Österåker,91,12,774,småort,59.5140604,18.3026269,by
Lappdal (Österåker kommun),Lappdal,Österåker,91,12,774,småort,59.5145819,18.3101049,dal
Sävsjöström (Uppvidinge kommun),Sävsjöström,Uppvidinge,132,43,306,småort,57.0029133,15.4068232,ström
Sävstanäs (Boden kommun),Sävstanäs,Boden,65,22,294,småort,,,näs
Söder Rälta (Leksand kommun),Söder Rälta,Leksand,83,20,425,småort,60.6348152,15.0165653,ta
Söderberga (Ekerö kommun),Söderberga,Ekerö,177,55,322,småort,59.31999965,17.74605219279404,berga
Söderboda (Östhammar kommun),Söderboda,Östhammar,62,44,143,småort,60.4386981,18.4167765,boda
Söderby (Norrtälje kommun),Söderby,Norrtälje,65,29,225,småort,59.8103469,18.5719156,by
Norrvreta (Norrtälje kommun),Norrvreta,Norrtälje,65,29,225,småort,60.1685901,18.7284826,ta
Råby (Norrtälje kommun),Råby,Norrtälje,71,25,282,småort,59.8065742,18.5491329,by
Söderby (Upplands Väsby kommun),Söderby,Upplands Väsby,51,10,519,småort,59.4794352,17.8511685,by
Hemmingstorp (Upplands Väsby kommun),Hemmingstorp,Upplands Väsby,51,10,519,småort,,,torp
Söderbybacken (Norrtälje kommun),Söderbybacken,Norrtälje,51,7,773,småort,59.72705,18.3660936,backen
Södergården (Kungsbacka kommun),Södergården,Kungsbacka,141,16,881,småort,57.4378676,11.9448829,gården
Källekärr (Kungsbacka kommun),Källekärr,Kungsbacka,141,16,881,småort,57.4370711,11.9499268,kärr
Bäckebo (Kungsbacka kommun),Bäckebo,Kungsbacka,141,16,881,småort,57.5446329,11.9670559,bo
Södernäs (Värmdö kommun),Södernäs,Värmdö,126,30,421,småort,59.2321572,18.4753842,näs
Södervidinge station (Kävlinge kommun),Södervidinge station,Kävlinge,58,11,521,småort,55.8221749,13.1077442,
Södra Borgeby (Sunne kommun),Södra Borgeby,Sunne,125,60,208,småort,59.837619,13.1972086,by
Södra Bredåker (Boden kommun),Södra Bredåker,Boden,199,52,385,småort,65.9010204,21.321748,åker
Södra Bäck (Tjörn kommun),Södra Bäck,Tjörn,80,30,270,småort,57.9897532,11.6775066,bäck
Södra Kränge (Linköping kommun),Södra Kränge,Linköping,140,18,780,småort,58.4409327,15.4688025,änge
Södra Kvinneby (Mörbylånga kommun),Södra Kvinneby,Mörbylånga,83,50,168,småort,56.4965432,16.5803505,by
Slagerstad (Mörbylånga kommun),Slagerstad,Mörbylånga,83,50,168,småort,56.5067354,16.5904581,stad
Stenås (Mörbylånga kommun),Stenås,Mörbylånga,83,50,168,småort,,,ås
Södra Kyrkbyn (Avesta kommun),Södra Kyrkbyn,Avesta,52,16,330,småort,60.1551976,16.2212353,byn
Södra Kättbo (Mora kommun),Södra Kättbo,Mora,71,40,177,småort,60.8294835,14.21254,bo
Södra Ljunga (Ljungby kommun),Södra Ljunga,Ljungby,128,34,377,småort,56.7427859,13.9702213,ljunga
Södra Mellby (Simrishamn kommun),Södra Mellby,Simrishamn,80,27,297,småort,55.6649557,14.2195131,by
Södra Näs (Varberg kommun),Södra Näs,Varberg,68,34,202,småort,57.0714913,12.2688833,näs
Södra Prästholm (Luleå kommun),Södra Prästholm,Luleå,56,35,158,småort,65.9037972,22.1843437,holm
Södra Runnaby (Örebro kommun),Södra Runnaby,Örebro,57,8,695,småort,59.3050072,15.150958,by
Södra Rörum (Hörby kommun),Södra Rörum,Hörby,116,26,447,småort,55.9247374,13.6704255,rum
Södra Såneby (Sunne kommun),Södra Såneby,Sunne,51,24,216,småort,59.7758866,13.0980205,by
Södra Söre (Östersund kommun),Södra Söre,Östersund,130,35,375,småort,63.3075927,14.8444666,
Södra Vika (Mora kommun),Södra Vika,Mora,158,38,415,småort,60.9371443,14.4672364,vika
Södra Vindö (Värmdö kommun),Södra Vindö,Värmdö,297,285,104,småort,59.34617845,18.698999795544452,ö
Södra Åby (Trelleborg kommun),Södra Åby,Trelleborg,166,25,666,småort,55.3872747,13.3126796,by
Södra Åkarp (Vellinge kommun),Södra Åkarp,Vellinge,151,18,833,småort,55.4837313,13.0712973,arp
Södra Århult (Markaryd kommun),Södra Århult,Markaryd,70,25,277,småort,56.4385037,13.603983,hult
Södvik (Borgholm kommun),Södvik,Borgholm,69,32,213,småort,57.0563933,16.8826987,vik
Sönnerbergen (Kungsbacka kommun),Sönnerbergen,Kungsbacka,143,39,363,småort,57.3696408,11.9607567,
Sörberget (Uddevalla kommun),Sörberget,Uddevalla,64,9,682,småort,58.3146963,11.5951252,berget
Sörbo (Falun kommun),Sörbo,Falun,137,23,608,småort,60.5374462,15.5145576,bo
Sörby (Borgholm kommun),Sörby,Borgholm,58,29,199,småort,56.7956866,16.6202463,by
Sörby (Hagfors kommun),Sörby,Hagfors,97,36,271,småort,59.9699683,13.4888212,by
Sörby (Trelleborg kommun),Sörby,Trelleborg,72,6,1246,småort,55.4442235,13.3291477,by
Sörbygden (Bräcke kommun),Sörbygden,Bräcke,62,42,147,småort,62.7946584,16.2080793,bygden
Sörbylund (Trelleborg kommun),Sörbylund,Trelleborg,52,6,850,småort,55.4358631,13.3370973,lund
Sörbyn (Boden kommun),Sörbyn,Boden,112,71,158,småort,66.0482948,21.7729598,byn
Sören (Kalix kommun),Sören,Kalix,78,37,210,småort,65.8699825,22.7496619,
Sörfors (Sundsvall kommun),Sörfors,Sundsvall,116,23,495,småort,62.2875567,17.0546977,fors
Sörkastet (Kristinehamn kommun),Sörkastet,Kristinehamn,249,96,261,småort,59.2957507,14.0566311,
Rönneberg (Kristinehamn kommun),Rönneberg,Kristinehamn,249,96,261,småort,59.2777348,14.0554457,berg
Strandudde (Kristinehamn kommun),Strandudde,Kristinehamn,249,96,261,småort,,,udde
Sörmjöle havsbad (Umeå kommun),Sörmjöle havsbad,Umeå,85,68,125,småort,,,
Sörnacksta (Sundsvall kommun),Sörnacksta,Sundsvall,97,17,556,småort,62.3674954,17.2362516,sta
Sörrå (Hudiksvall kommun),Sörrå,Hudiksvall,164,22,744,småort,,,rå
Måsta (Hudiksvall kommun),Måsta,Hudiksvall,164,22,744,småort,61.7083445,17.0720883,sta
Björka (Hudiksvall kommun),Björka,Hudiksvall,164,22,744,småort,61.7158593,17.0640342,
Sörsundet (Luleå kommun),Sörsundet,Luleå,52,12,437,småort,65.5298886,21.9001066,
Söräng (Södertälje kommun),Söräng,Södertälje,70,8,859,småort,58.9675629,17.69438779333121,äng
Söräng (Bollnäs kommun),Söräng,Bollnäs,65,23,282,småort,61.3345963,16.2274965,äng
Sösdala Himmelkull (Hässleholm kommun),Sösdala Himmelkull,Hässleholm,56,7,821,småort,,,
Sövde sommarby (Sjöbo kommun),Sövde sommarby,Sjöbo,84,24,349,småort,55.5908735,13.6566541,arby
Tahult (Härryda kommun),Tahult,Härryda,91,10,925,småort,57.7003293,12.187314,hult
Talbo (Stenungsund kommun),Talbo,Stenungsund,62,10,605,småort,58.1120678,11.9157776,bo
Östra Skår (Stenungsund kommun),Östra Skår,Stenungsund,62,10,605,småort,58.1174013,11.9100153,
Tallberga (Gislaved kommun),Tallberga,Gislaved,61,15,406,småort,57.0907819,13.6842443,berga
Tallebo (Norrköping kommun),Tallebo,Norrköping,89,12,773,småort,58.5730977,16.0642578,bo
Talludden (Nässjö kommun),Talludden,Nässjö,53,11,492,småort,,,udden
Vallbohaga (Nässjö kommun),Vallbohaga,Nässjö,53,11,492,småort,57.6268967,14.6825548,haga
Tallviken (Mönsterås kommun),Tallviken,Mönsterås,52,10,502,småort,57.0205319,16.4783628,viken
Tandsjöborg (Ljusdal kommun),Tandsjöborg,Ljusdal,61,87,70,småort,61.6974696,14.7379975,borg
Tegelstrand (Tanum kommun),Tegelstrand,Tanum,87,49,177,småort,58.5285172,11.2704683,strand
Vassviken (Tanum kommun),Vassviken,Tanum,87,49,177,småort,58.5253453,11.2640796,viken
Tegelvreten (Botkyrka kommun),Tegelvreten,Botkyrka,58,14,407,småort,59.0975013,17.8166973,
Tegen (Uddevalla kommun),Tegen,Uddevalla,87,41,213,småort,58.2579394,12.008504,
Grötån (Uddevalla kommun),Grötån,Uddevalla,87,41,213,småort,58.1619341,11.871205,
Tegsnäset (Vindeln kommun),Tegsnäset,Vindeln,78,24,330,småort,64.2190801,19.3839767,
Tenvik (Årjäng kommun),Tenvik,Årjäng,102,32,321,småort,59.3797481,12.2342204,vik
Teurajärvi (Pajala kommun),Teurajärvi,Pajala,52,36,145,småort,66.7895159,22.9248207,järvi
Tibble (Uppsala kommun),Tibble,Uppsala,143,31,457,småort,59.9989723,17.8622827,
Tibble (Enköping kommun),Tibble,Enköping,79,19,409,småort,59.6459865,17.2335779,
Lundby (Enköping kommun),Lundby,Enköping,79,19,409,småort,59.6712307,17.0474323,by
Tidavad (Mariestad kommun),Tidavad,Mariestad,125,24,526,småort,58.5812363,13.8526231,vad
Tierps (Tierp kommun),Tierps,Tierp,154,22,707,småort,60.3429614,17.5168395,
Timmerhult (Orust kommun),Timmerhult,Orust,72,15,491,småort,58.2378117,11.6993976,hult
Torp (Orust kommun),Torp,Orust,72,15,491,småort,58.2480775,11.7215944,torp
Tings Nöbbelöv (Kristianstad kommun),Tings Nöbbelöv,Kristianstad,79,19,413,småort,55.9684535,14.0121368,löv
Tjuvaröd (Höör kommun),Tjuvaröd,Höör,67,17,405,småort,55.9274593,13.5164217,röd
Tjärby (Laholm kommun),Tjärby,Laholm,59,16,363,småort,56.5478676,13.0461358,by
Daggarp (Laholm kommun),Daggarp,Laholm,59,16,363,småort,56.5582711,13.0364946,arp
Tjärnheden (Forshaga kommun),Tjärnheden,Forshaga,115,5,2114,småort,59.6177794,13.4518812,heden
Tjärnö (Strömstad kommun),Tjärnö,Strömstad,98,38,258,småort,58.879829799999996,11.164524696685554,ö
Toftaholm (Eslöv kommun),Toftaholm,Eslöv,88,5,1789,småort,55.78687195,13.2719276125,holm
Toleryd (Lerum kommun),Toleryd,Lerum,58,11,518,småort,57.7772772,12.3389122,ryd
Björkelund (Lerum kommun),Björkelund,Lerum,58,11,518,småort,57.7772772,12.3389122,lund
Tolfta (Tierp kommun),Tolfta,Tierp,99,24,408,småort,60.3757799,17.5508388,ta
Tolg (Växjö kommun),Tolg,Växjö,54,20,269,småort,57.0927354,14.8033754,
Tolita (Kil kommun),Tolita,Kil,57,22,254,småort,59.5785579,13.2416605,ta
Tolleby (Tjörn kommun),Tolleby,Tjörn,79,20,405,småort,57.9684244,11.5984653,by
Tolsjö (Lidköping kommun),Tolsjö,Lidköping,170,31,548,småort,58.563604,13.1177809,sjö
Tolsjöhult (Lerum kommun),Tolsjöhult,Lerum,76,20,381,småort,57.8606931,12.2020582,hult
Tolånga (Sjöbo kommun),Tolånga,Sjöbo,64,15,415,småort,55.6386854,13.7742967,långa
Tomta (Norrtälje kommun),Tomta,Norrtälje,75,45,166,småort,59.8056423,18.8113503,tomta
Tomtebacken (Göteborg kommun),Tomtebacken,Göteborg,107,18,590,småort,57.8424007,11.9158769,backen
Gullö (Göteborg kommun),Gullö,Göteborg,107,18,590,småort,57.8405331,11.9200145,ö
Toreby (Kungälv kommun),Toreby,Kungälv,79,15,515,småort,57.828826,11.8406378,by
Torkelstorp (Kungsbacka kommun),Torkelstorp,Kungsbacka,60,14,423,småort,57.4453147,12.1198383,torp
Torne (Alvesta kommun),Torne,Alvesta,123,16,773,småort,56.6916944,14.6044135,
Tornsborg (Klippan kommun),Tornsborg,Klippan,75,18,415,småort,56.0386861,13.3959119,borg
Torp (Ale kommun),Torp,Ale,62,12,535,småort,57.9174608,12.2125423,torp
Torp (Mönsterås kommun),Torp,Mönsterås,79,24,332,småort,57.0672761,16.4703056,torp
Torpa (Varberg kommun),Torpa,Varberg,139,42,334,småort,57.1889485,12.2805691,torpa
Torpa (Kristinehamn kommun),Torpa,Kristinehamn,56,18,318,småort,59.1383732,14.1818564,torpa
Torpa skog (Haninge kommun),Torpa skog,Haninge,228,403,57,småort,59.0268534,18.1519642,skog
Hoppet (Haninge kommun),Hoppet,Haninge,228,403,57,småort,59.0129958,18.1584382,
Torpaslätt (Kungsör kommun),Torpaslätt,Kungsör,58,8,697,småort,59.4169377,16.1964333,slätt
Torresta (Håbo kommun),Torresta,Håbo,120,15,828,småort,59.5438351,17.5006072,sta
Torrlösa (Svalöv kommun),Torrlösa,Svalöv,96,15,659,småort,55.9107298,13.1393985,lösa
Torsabjörke (Sölvesborg kommun),Torsabjörke,Sölvesborg,63,25,253,småort,56.1687023,14.6026614,
Torsbo (Ulricehamn kommun),Torsbo,Ulricehamn,93,13,727,småort,57.6205891,13.4643647,bo
Torsnäs (Karlskrona kommun),Torsnäs,Karlskrona,68,22,314,småort,56.1645807,15.7050157,näs
Torstorp (Varberg kommun),Torstorp,Varberg,76,12,609,småort,57.1224549,12.4600033,torp
Torvalla (Östersund kommun),Torvalla,Östersund,70,16,429,småort,63.1530066,14.7364247,valla
Torvhög (Göteborg kommun),Torvhög,Göteborg,164,15,1115,småort,57.8040555,12.1443822,hög
Tostarp (Karlshamn kommun),Tostarp,Karlshamn,55,16,349,småort,56.2165464,14.8348566,arp
Tosteberga (Kristianstad kommun),Tosteberga,Kristianstad,99,23,424,småort,56.009896,14.4393677,berga
Totra (Gävle kommun),Totra,Gävle,55,9,612,småort,60.9171984,17.0874442,
Tottarp (Staffanstorp kommun),Tottarp,Staffanstorp,73,8,966,småort,55.6408858,13.1481864,arp
Tovrida udde (Jönköping kommun),Tovrida udde,Jönköping,105,25,419,småort,57.7483097,14.3895288,udde
Trankvill (Torsås kommun),Trankvill,Torsås,73,33,224,småort,56.4196955,15.9117147,
Davidsmåla (Torsås kommun),Davidsmåla,Torsås,73,33,224,småort,56.4239874,15.912077,måla
Tranum (Lidköping kommun),Tranum,Lidköping,67,11,629,småort,58.4576112,12.8578448,um
Tranvik (Norrtälje kommun),Tranvik,Norrtälje,79,20,397,småort,59.6593708,18.704409027159823,vik
Kattnäs (Norrtälje kommun),Kattnäs,Norrtälje,79,20,397,småort,59.760834,18.3906278,näs
Tredenborg (Sölvesborg kommun),Tredenborg,Sölvesborg,120,31,388,småort,56.0297962,14.5611898,borg
Trehörna (Ödeshög kommun),Trehörna,Ödeshög,112,24,470,småort,58.1568709,14.8431428,
Trehörningen (Umeå kommun),Trehörningen,Umeå,55,11,517,småort,64.00580875,20.142927880062558,
Trehörningsjö (Örnsköldsvik kommun),Trehörningsjö,Örnsköldsvik,160,83,194,småort,63.71193705,18.839893790249732,sjö
Trogsta (Hudiksvall kommun),Trogsta,Hudiksvall,101,30,337,småort,61.7211476,16.9156313,sta
Trolldalen (Lidingö kommun),Trolldalen,Lidingö,103,8,1329,småort,59.3886471,18.1410733,dalen
Truseryd (Karlskrona kommun),Truseryd,Karlskrona,67,16,431,småort,56.1080474,15.8668837,ryd
Truvet (Skövde kommun),Truvet,Skövde,67,23,287,småort,58.4951895,13.9727374,
Tråkärrslätt (Göteborg kommun),Tråkärrslätt,Göteborg,50,11,453,småort,,,slätt
Trånget (Göteborg kommun),Trånget,Göteborg,57,6,945,småort,57.7158738,11.7326165,
Träkumla (Gotland kommun),Träkumla,Gotland,95,33,290,småort,57.5608134,18.3139753,la
Trällekilla (Lund kommun),Trällekilla,Lund,79,23,344,småort,55.582893,13.36367116364682,la
Träne (Kristianstad kommun),Träne,Kristianstad,119,19,615,småort,55.9882263,13.9901282,
Träskberget (Luleå kommun),Träskberget,Luleå,53,9,586,småort,65.6771675,21.9030286,berget
Träslövsläge (Varberg kommun),Träslövsläge,Varberg,263,54,486,småort,57.0580938,12.2802699,
Trönö (Söderhamn kommun),Trönö,Söderhamn,158,39,408,småort,61.3961376,16.8337173,ö
Tullebo (Bollebygd kommun),Tullebo,Bollebygd,73,23,313,småort,57.7117192,12.4915931,bo
Tulleråsen (Krokom kommun),Tulleråsen,Krokom,101,22,450,småort,63.4549188,14.186799,åsen
Tullingsås (Strömsund kommun),Tullingsås,Strömsund,116,34,344,småort,63.8183718,15.5068004,ås
Tullstorp (Landskrona kommun),Tullstorp,Landskrona,60,5,1316,småort,55.8969124,12.8612029,torp
Tullstorp (Ängelholm kommun),Tullstorp,Ängelholm,158,19,836,småort,56.3234784,12.9835265,torp
Tultered (Partille kommun),Tultered,Partille,56,5,1176,småort,57.7621278,12.1520066,red
Tumleberg (Vara kommun),Tumleberg,Vara,85,10,859,småort,58.2084438,12.8463466,berg
Tuna (Uppsala kommun),Tuna,Uppsala,130,55,237,småort,59.7790944,17.5351345,tuna
Ytterselö (Strängnäs kommun),Ytterselö,Strängnäs,64,25,254,småort,59.376932,17.257138888953488,ö
Tuna Domargården (Ekerö kommun),Tuna Domargården,Ekerö,67,2,3764,småort,,,gården
Tuna-Hästberg (Borlänge kommun),Tuna-Hästberg,Borlänge,134,81,165,småort,60.3358322,15.1818668,berg
Tuppliden (Umeå kommun),Tuppliden,Umeå,67,8,851,småort,,,liden
Tuvträsk (Lycksele kommun),Tuvträsk,Lycksele,59,21,286,småort,,,träsk
Tvärred (Ulricehamn kommun),Tvärred,Ulricehamn,66,22,296,småort,57.7268032,13.3151658,red
Tväråbäck (Vännäs kommun),Tväråbäck,Vännäs,87,29,299,småort,63.9925849,19.7225581,bäck
Tvärån (Älvsbyn kommun),Tvärån,Älvsbyn,114,38,297,småort,65.5627707,21.1102913,
Tybble (Örebro kommun),Tybble,Örebro,147,51,291,småort,59.2568946,15.2392195,
Tyna (Vansbro kommun),Tyna,Vansbro,72,32,222,småort,,,
Tysslinge (Örebro kommun),Tysslinge,Örebro,74,21,351,småort,59.2810265,15.020035,inge
Tåby (Norrköping kommun),Tåby,Norrköping,127,15,838,småort,58.5182376,16.3601557,by
Tådås (Tjörn kommun),Tådås,Tjörn,74,19,391,småort,58.0333573,11.5785244,ås
Tålebo (Mönsterås kommun),Tålebo,Mönsterås,96,36,268,småort,57.0006597,16.3544768,bo
Tånebro (Skurup kommun),Tånebro,Skurup,99,14,698,småort,55.4505599,13.590736,bro
Tångberget (Gävle kommun),Tångberget,Gävle,67,14,490,småort,60.7565782,17.3317134,berget
Tången (Forshaga kommun),Tången,Forshaga,56,9,624,småort,59.5553652,13.5225908,
Rudshult (Forshaga kommun),Rudshult,Forshaga,56,9,624,småort,59.5571833,13.5238477,hult
Tångeröd (Tjörn kommun),Tångeröd,Tjörn,131,56,233,småort,58.0291738,11.745782,röd
Snippen (Tjörn kommun),Snippen,Tjörn,131,56,233,småort,58.0148625,11.7459014,
Manhöjden (Tjörn kommun),Manhöjden,Tjörn,131,56,233,småort,58.0164545,11.7561422,
Tånnö (Värnamo kommun),Tånnö,Värnamo,183,28,656,småort,57.0942463,14.0474223,ö
Täng (Krokom kommun),Täng,Krokom,128,17,768,småort,63.2405947,14.5366728,äng
Tänndalen (Härjedalen kommun),Tänndalen,Härjedalen,66,55,119,småort,62.5423638,12.3360263,dalen
Tännäs (Härjedalen kommun),Tännäs,Härjedalen,119,91,131,småort,62.4395616,12.6849288,näs
Tärendö (Pajala kommun),Tärendö,Pajala,156,39,404,småort,67.167297,22.6270087,ö
Isokylä (Pajala kommun),Isokylä,Pajala,156,39,404,småort,,,
Tönnersjö (Halmstad kommun),Tönnersjö,Halmstad,72,7,1075,småort,56.6380159,13.0630819,sjö
Törnby (Ekerö kommun),Törnby,Ekerö,70,19,376,småort,59.3254867,17.7301982,by
Törnestorp (Värnamo kommun),Törnestorp,Värnamo,86,16,551,småort,,,torp
Töva (Sundsvall kommun),Töva,Sundsvall,64,13,490,småort,62.3759445,17.1207767,
Uddens fritidsområde (Katrineholm kommun),Uddens fritidsområde,Katrineholm,108,54,201,småort,,,
Ugglarp (Trelleborg kommun),Ugglarp,Trelleborg,55,5,1038,småort,55.4693273,13.2851828,arp
Ukna (Västervik kommun),Ukna,Västervik,101,24,416,småort,58.0798299,16.3542087,
Ulebergshamn (Sotenäs kommun),Ulebergshamn,Sotenäs,205,64,322,småort,58.4520221,11.298114,hamn
Strandhamn (Sotenäs kommun),Strandhamn,Sotenäs,205,64,322,småort,58.457708,11.3007793,hamn
Ullersätter (Lindesberg kommun),Ullersätter,Lindesberg,88,21,418,småort,59.452595,15.4279508,sätter
Ullstorp (Kristianstad kommun),Ullstorp,Kristianstad,62,10,631,småort,56.0588642,13.9851673,torp
Ullungsfors (Ovanåker kommun),Ullungsfors,Ovanåker,130,26,502,småort,61.3846826,15.8116075,fors
Ullån (Åre kommun),Ullån,Åre,189,17,1105,småort,,,
Ulriksfors (Strömsund kommun),Ulriksfors,Strömsund,181,59,306,småort,63.8280171,15.6283065,fors
Ulvesund (Kungälv kommun),Ulvesund,Kungälv,70,10,684,småort,57.8322138,11.8888792,sund
Ulvs (Perstorp kommun),Ulvs,Perstorp,71,24,296,småort,56.2357967,13.374622,
Ulvsbyn (Karlstad kommun),Ulvsbyn,Karlstad,102,20,515,småort,59.4610629,13.5647678,byn
Mosstorp (Karlstad kommun),Mosstorp,Karlstad,102,20,515,småort,59.4658,13.5556269,torp
Ulvsta (Ljusdal kommun),Ulvsta,Ljusdal,114,35,326,småort,61.7552365,16.1148278,sta
Ulvsta (Ockelbo kommun),Ulvsta,Ockelbo,95,37,260,småort,60.891084,16.6555774,sta
Ulvstorp (Jönköping kommun),Ulvstorp,Jönköping,52,10,505,småort,57.5716411,14.2762749,torp
Umgransele (Lycksele kommun),Umgransele,Lycksele,114,45,254,småort,64.6983086,18.3772094,sele
Undrom (Sollefteå kommun),Undrom,Sollefteå,85,31,278,småort,63.118592,17.7355311,om
Uppbo (Säter kommun),Uppbo,Säter,87,14,621,småort,60.4003006,15.8748135,bo
Nedernora (Säter kommun),Nedernora,Säter,87,14,621,småort,60.4030858,15.8874714,nora
Uppsälje (Vansbro kommun),Uppsälje,Vansbro,114,74,154,småort,60.5065162,14.3281578,
Utanmyra (Mora kommun),Utanmyra,Mora,96,43,221,småort,60.928592,14.6017343,
Utby (Rättvik kommun),Utby,Rättvik,69,23,301,småort,60.8485644,15.0990911,by
Utlida (Haninge kommun),Utlida,Haninge,96,30,320,småort,59.070254,18.0542394,lida
Ytteråker (Vansbro kommun),Ytteråker,Vansbro,54,33,165,småort,60.5286983,14.3886782,åker
Uttervik (Nyköping kommun),Uttervik,Nyköping,56,49,115,småort,58.6208082,16.9143468,vik
Utteröd (Eslöv kommun),Utteröd,Eslöv,50,11,466,småort,55.7582807,13.478881,röd
Utveda (Norrtälje kommun),Utveda,Norrtälje,71,78,91,småort,59.8025129,18.9212179,eda
Utvik (Kramfors kommun),Utvik,Kramfors,74,23,319,småort,62.8373322,17.9804959,vik
Öden (Kramfors kommun),Öden,Kramfors,74,23,319,småort,63.004756,18.198868,
Utö (Haninge kommun),Utö,Haninge,119,153,78,småort,58.94759335,18.26230371964161,ö
Vabacken (Lilla Edet kommun),Vabacken,Lilla Edet,102,35,292,småort,58.2715284,12.1917764,backen
